Time,Type,Instrument,Product,Qty.,Avg. price,Status
2020-04-03 14:21:57,BUY,ITC,MIS,250,175.4,COMPLETE
2020-04-03 14:21:27,SELL,ITC,MIS,250,175.85,COMPLETE
2020-04-03 14:20:00,BUY,ITC,MIS,200,176.85,COMPLETE
2020-04-03 14:19:11,SELL,ITC,MIS,200,176.8,COMPLETE
2020-04-03 14:18:16,BUY,ITC,MIS,200,176.55,COMPLETE
2020-04-03 14:06:58,SELL,ITC,MIS,200,178.5,COMPLETE
2020-04-03 14:06:05,SELL,ITC,MIS,100,179.25,COMPLETE
2020-04-03 14:05:46,SELL,ITC,MIS,100,179.5,CANCELLED
2020-04-03 14:04:55,SELL,ITC,MIS,100,179.6,CANCELLED
2020-04-03 14:04:15,BUY,ITC,MIS,100,179.5,COMPLETE
2020-04-03 14:03:45,BUY,ITC,MIS,200,179.7,COMPLETE
2020-04-03 14:00:14,SELL,ITC,MIS,200,180,COMPLETE
2020-04-03 13:59:39,BUY,ITC,MIS,350,180.5,REJECTED
2020-04-03 13:59:13,BUY,ITC,MIS,200,180.2,CANCELLED
2020-04-03 13:59:01,BUY,ITC,MIS,200,180.58,COMPLETE
2020-04-03 13:57:31,SELL,ITC,MIS,200,179.7,COMPLETE
2020-04-03 13:57:20,SELL,ITC,MIS,200,179.7,COMPLETE
2020-04-03 13:55:49,BUY,ITC,MIS,100,180.4,COMPLETE
2020-04-03 13:55:41,BUY,ITC,MIS,100,180.3,COMPLETE
2020-04-03 13:55:14,BUY,ITC,MIS,200,180.75,COMPLETE
2020-04-03 13:54:16,BUY,ITC,MIS,200,181,CANCELLED
2020-04-03 13:53:41,SELL,ITC,MIS,200,181.3,COMPLETE
2020-04-03 13:53:17,SELL,ITC,MIS,100,181.25,COMPLETE
2020-04-03 13:52:20,BUY,ITC,MIS,100,180.75,COMPLETE
2020-04-03 13:52:10,SELL,ITC,MIS,100,181.05,CANCELLED
2020-04-03 13:51:14,BUY,ITC,MIS,100,181.15,COMPLETE
2020-04-03 13:50:00,SELL,ITC,MIS,100,181.5,COMPLETE
2020-04-03 13:45:35,BUY,ITC,MIS,200,181,COMPLETE
2020-04-03 13:39:58,SELL,ITC,MIS,200,181.75,COMPLETE
2020-04-03 13:39:11,BUY,GLENMARK,MIS,100,216.75,CANCELLED
2020-04-03 13:39:04,BUY,GLENMARK,MIS,100,217.2,COMPLETE
2020-04-03 13:36:24,BUY,GLENMARK,MIS,100,211.6,CANCELLED
2020-04-03 13:34:58,SELL,GLENMARK,MIS,100,215.8,COMPLETE
2020-04-03 13:34:46,SELL,GLENMARK,MIS,100,215.3,COMPLETE
2020-04-03 13:34:36,BUY,GLENMARK,MIS,100,215.5,COMPLETE
2020-04-03 13:33:18,BUY,GLENMARK,MIS,100,215.95,COMPLETE
2020-04-03 13:31:17,SELL,GLENMARK,MIS,100,216.29,COMPLETE
2020-04-03 13:30:56,SELL,GLENMARK,MIS,100,217.05,CANCELLED
2020-04-03 13:30:46,SELL,GLENMARK,MIS,100,217,REJECTED
2020-04-03 13:30:36,SELL,GLENMARK,MIS,100,216.95,COMPLETE
2020-04-03 13:29:47,SELL,GLENMARK,MIS,100,217.25,CANCELLED
2020-04-03 13:28:24,BUY,GLENMARK,MIS,100,217,COMPLETE
2020-04-03 13:28:07,BUY,GLENMARK,MIS,100,217,COMPLETE
2020-04-03 13:25:21,BUY,GLENMARK,MIS,100,217.2,CANCELLED
2020-04-03 13:12:36,SELL,GLENMARK,MIS,100,217.5,COMPLETE
2020-04-03 13:06:11,SELL,GLENMARK,MIS,100,218,CANCELLED
2020-04-03 13:05:30,SELL,GLENMARK,MIS,100,218,COMPLETE
2020-04-03 12:58:35,BUY,GLENMARK,MIS,100,217.11,COMPLETE
2020-04-03 12:58:24,BUY,GLENMARK,MIS,150,216.85,REJECTED
2020-04-03 12:58:02,BUY,GLENMARK,MIS,100,217.29,COMPLETE
2020-04-03 12:36:02,BUY,GLENMARK,MIS,100,216,CANCELLED
2020-04-03 12:28:59,SELL,ZEEL,MIS,50,122.6,COMPLETE
2020-04-03 12:28:35,BUY,ZEEL,MIS,50,122.7,COMPLETE
2020-04-03 12:05:43,SELL,GLENMARK,MIS,100,218,REJECTED
2020-04-03 12:05:15,BUY,ZEEL,MIS,50,123.1,COMPLETE
2020-04-03 12:05:00,SELL,GLENMARK,MIS,100,217,COMPLETE
2020-04-03 11:59:06,SELL,ZEEL,MIS,200,0,REJECTED
2020-04-03 11:53:12,SELL,ZEEL,MIS,50,123,COMPLETE
2020-04-03 11:51:07,BUY,ZEEL,MIS,200,121.6,CANCELLED
2020-04-03 11:50:57,BUY,ZEEL,MIS,200,123.25,COMPLETE
2020-04-03 11:23:19,BUY,ITC,MIS,10,172.75,COMPLETE
2020-04-03 11:17:48,SELL,ITC,MIS,10,173.15,COMPLETE
2020-04-03 11:07:28,SELL,ZEEL,MIS,100,122.55,COMPLETE
2020-04-03 11:04:31,SELL,ZEEL,MIS,100,122.3,COMPLETE
2020-04-03 11:03:54,BUY,MOTHERSUMI,MIS,200,56.05,CANCELLED
2020-04-03 11:03:47,SELL,MOTHERSUMI,MIS,50,56.3,COMPLETE
2020-04-03 11:03:02,SELL,IDFCFIRSTB,MIS,100,20.15,CANCELLED
2020-04-03 11:02:03,BUY,IDFCFIRSTB,MIS,100,20.1,CANCELLED
2020-04-03 11:00:31,SELL,MOTHERSUMI,MIS,50,56.3,CANCELLED
2020-04-03 11:00:26,SELL,ONGC,MIS,10,66.95,CANCELLED
2020-04-03 11:00:23,SELL,ONGC,MIS,10,66.7,COMPLETE
2020-04-03 10:58:33,SELL,ONGC,MIS,300,66.9,REJECTED
2020-04-03 10:58:16,SELL,ZEEL,MIS,10,120.95,COMPLETE
2020-04-03 10:56:53,BUY,ONGC,MIS,200,66.75,CANCELLED
2020-04-03 10:54:57,BUY,MOTHERSUMI,MIS,400,55.8,CANCELLED
2020-04-03 10:53:58,BUY,ONGC,MIS,100,66.75,REJECTED
2020-04-03 10:53:47,BUY,ONGC,MIS,100,0,REJECTED
2020-04-03 10:48:36,BUY,ONGC,MIS,10,66.65,COMPLETE
2020-04-03 10:47:39,BUY,MOTHERSUMI,MIS,50,56.1,COMPLETE
2020-04-03 10:47:26,BUY,MOTHERSUMI,MIS,400,56.1,COMPLETE
2020-04-03 10:45:37,BUY,ZEEL,MIS,10,120.8,COMPLETE
2020-04-03 10:45:25,BUY,ZEEL,MIS,10,120.9,COMPLETE
2020-04-03 10:44:49,SELL,ZEEL,MIS,10,121.1,COMPLETE
2020-04-03 10:44:21,SELL,ZEEL,MIS,10,121.75,CANCELLED
2020-04-03 10:44:10,SELL,ZEEL,MIS,10,121.3,COMPLETE
2020-04-03 10:42:26,BUY,MOTHERSUMI,MIS,400,56.15,CANCELLED
2020-04-03 10:29:26,BUY,ZEEL,MIS,10,120.85,COMPLETE
2020-04-03 10:29:01,BUY,ZEEL,MIS,10,121.1,COMPLETE
2020-04-03 10:28:37,SELL,ZEEL,MIS,10,121.3,COMPLETE
2020-04-03 10:09:05,SELL,MOTHERSUMI,MIS,400,56.35,COMPLETE
2020-04-03 10:08:35,BUY,TATAMOTORS,MIS,400,65.35,COMPLETE
2020-04-03 09:56:18,BUY,VEDL,MIS,20,62.65,COMPLETE
2020-04-03 09:50:44,SELL,VEDL,MIS,20,62.9,COMPLETE
2020-04-03 09:49:51,SELL,VEDL,MIS,30,62.85,REJECTED
2020-04-03 09:49:45,SELL,VEDL,MIS,100,62.85,REJECTED
2020-04-03 09:49:38,SELL,VEDL,MIS,20,62.8,COMPLETE
2020-04-03 09:48:15,BUY,VEDL,MIS,20,62.45,COMPLETE
2020-04-03 09:47:58,SELL,ZEEL,MIS,10,122.53,COMPLETE
2020-04-03 09:41:51,BUY,TATAMOTORS,MIS,400,64.85,CANCELLED
2020-04-03 09:37:42,BUY,ZEEL,MIS,10,122.5,COMPLETE
2020-04-03 09:36:06,SELL,VEDL,MIS,10,62.6,REJECTED
2020-04-03 09:36:00,SELL,VEDL,MIS,20,62.6,REJECTED
2020-04-03 09:35:54,BUY,ZEEL,MIS,10,122.9,COMPLETE
2020-04-03 09:35:50,SELL,VEDL,MIS,20,62.6,REJECTED
2020-04-03 09:32:55,SELL,ZEEL,MIS,10,121.95,COMPLETE
2020-04-03 09:24:57,SELL,TATAMOTORS,MIS,100,65.4,COMPLETE
2020-04-03 09:22:38,SELL,TATAMOTORS,MIS,100,65.2,CANCELLED
2020-04-03 09:19:41,SELL,TATAMOTORS,MIS,300,65.35,COMPLETE
2020-04-03 09:19:13,BUY,TATAMOTORS,MIS,300,65.2,COMPLETE
2020-04-03 09:18:53,SELL,TATAMOTORS,MIS,300,65.1,COMPLETE
2020-04-03 09:18:33,SELL,TATAMOTORS,MIS,20,65.05,COMPLETE
2020-04-03 09:17:51,BUY,TATAMOTORS,MIS,20,65.2,COMPLETE
2020-04-03 09:15:53,BUY,TATAMOTORS,CNC,20,65.1,CANCELLED
