Time,Type,Instrument,Product,Qty.,Avg. price,Status
2020-04-08 10:11:10,SELL,CIPLA,MIS,100,515.25,COMPLETE
2020-04-08 10:10:33,BUY,CIPLA,MIS,100,514.91,COMPLETE
2020-04-08 10:10:00,SELL,CIPLA,MIS,100,513.45,COMPLETE
2020-04-08 10:08:32,BUY,CIPLA,MIS,100,512.55,COMPLETE
2020-04-08 10:04:00,SELL,CIPLA,MIS,100,517,COMPLETE
2020-04-08 10:03:30,BUY,CIPLA,MIS,100,516,COMPLETE
2020-04-08 10:02:54,SELL,CIPLA,MIS,100,514.95,COMPLETE
2020-04-08 10:01:07,BUY,CIPLA,MIS,20,0,REJECTED
2020-04-08 09:59:03,BUY,CIPLA,MIS,100,509.75,COMPLETE
2020-04-08 09:58:37,BUY,MARICO,MIS,200,295.15,CANCELLED
2020-04-08 09:52:46,SELL,TATAPOWER,MIS,800,34.85,COMPLETE
2020-04-08 09:49:32,BUY,TATAPOWER,MIS,800,34.75,COMPLETE
2020-04-08 09:48:42,BUY,JINDALSTEL,MIS,300,87.45,COMPLETE
2020-04-08 09:48:19,SELL,JINDALSTEL,MIS,300,87.05,COMPLETE
2020-04-08 09:47:30,BUY,GLENMARK,CNC,200,241.7,REJECTED
2020-04-08 09:45:10,SELL,WIPRO,MIS,200,195.8,COMPLETE
2020-04-08 09:44:36,BUY,WIPRO,MIS,200,195.29,COMPLETE
2020-04-08 09:43:14,SELL,JINDALSTEL,MIS,300,85.77,COMPLETE
2020-04-08 09:39:32,BUY,JINDALSTEL,MIS,300,86.85,COMPLETE
2020-04-08 09:39:21,BUY,JINDALSTEL,MIS,400,87.05,REJECTED
2020-04-08 09:39:06,SELL,ITC,MIS,200,178.35,COMPLETE
2020-04-08 09:35:01,BUY,ITC,MIS,200,178.2,COMPLETE
2020-04-08 09:34:06,BUY,WIPRO,MIS,100,194.4,REJECTED
2020-04-08 09:33:38,BUY,WIPRO,MIS,200,194.4,REJECTED
2020-04-08 09:33:29,BUY,WIPRO,MIS,200,194.55,REJECTED
2020-04-08 09:32:44,SELL,ADANIPOWER,MIS,100,28.95,COMPLETE
2020-04-08 09:31:49,BUY,ITC,MIS,200,179.7,COMPLETE
2020-04-08 09:30:25,BUY,ADANIPOWER,MIS,100,29,COMPLETE
2020-04-08 09:30:11,BUY,ADANIPOWER,MIS,500,0,REJECTED
2020-04-08 09:28:52,SELL,ITC,MIS,200,179.1,COMPLETE
2020-04-08 09:28:10,BUY,ASHOKLEY,MIS,1000,0,REJECTED
2020-04-08 09:27:38,BUY,JINDALSTEL,MIS,400,80.15,COMPLETE
2020-04-08 09:17:22,SELL,JINDALSTEL,MIS,400,77.9,COMPLETE
2020-04-08 09:16:44,SELL,ZEEL,MIS,300,136.9,REJECTED
